Condition_Year,Make_Model,Price,Vin
New 2024,Jeep Grand Cherokee Overland 4xe,"$81,520",VIN: 1C4RJYD68RC111103
New 2024,Jeep Grand Cherokee Overland 4xe,"$81,520",VIN: 1C4RJYD60RC713834
New 2025,Jeep Wagoneer S Launch Edition,"$72,995",VIN: 3C4RJNAK8ST560808
New 2025,Jeep Wrangler Rubicon X,"$75,755",VIN: 1C4RJXFG0SW550185
New 2025,RAM 2500 Tradesman,"$70,880",VIN: 3C63R5CL4SG502960
New 2025,RAM 2500 Tradesman,"$70,930",VIN: 3C63R5CL6SG502961
New 2025,RAM 1500 Limited,"$82,175",VIN: 1C6SRFHP8SN701305
New 2025,Jeep Grand Cherokee L Summit,"$73,225",VIN: 1C4RJKEG8S8661981
New 2025,Jeep Grand Cherokee L Summit,"$73,225",VIN: 1C4RJKEG6S8661980
New 2025,Jeep Wagoneer S Launch Edition,"$73,590",VIN: 3C4RJNAKXST560809
New 2025,Jeep Wrangler Rubicon 4xe,"$75,130",VIN: 1C4RJXR66SW504685
New 2024,Jeep Grand Cherokee L Overland,"$71,730",VIN: 1C4RJKDG8R8947809
New 2024,Jeep Wagoneer Base,"$76,480",VIN: 1C4SJVAP3RS165038
New 2025,Dodge Charger R/T Scat Pack,"$75,980",VIN: 2C3CDBDK6SR547392
New 2024,Jeep Gladiator Rubicon Mopar Edition 1 of 250,"$72,190",VIN: 1C6JJTBG8RL121715
New 2024,RAM 3500 Tradesman,"$75,805",VIN: 3C7WRTCL5RG347973
New 2024,RAM 3500 Tradesman,"$75,805",VIN: 3C7WRTCL3RG347972
New 2024,RAM 3500 Tradesman,"$75,805",VIN: 3C7WRTCL1RG347971
New 2024,Jeep Wagoneer Series II,"$83,975",VIN: 1C4SJVBP1RS118802
New 2024,RAM 3500 Tradesman,"$76,395",VIN: 3C7WRTCL0RG334466
New 2024,Jeep Wrangler Willys Fox Factory Black Widow,"$75,976",VIN: 1C4PJXDG3RW236714
New 2024,RAM 2500 Laramie,"$85,245",VIN: 3C6UR5NL2RG305054
New 2025,Jeep Grand Cherokee L Summit,"$73,580",VIN: 1C4RJKEG9S8691569
New 2025,Jeep Grand Cherokee L Summit,"$74,175",VIN: 1C4RJKEGXS8676708
New 2025,RAM 1500 Limited,"$86,445",VIN: 1C6SRFHP7SN621073
New 2024,RAM 3500 Laramie,"$88,365",VIN: 3C63R3EL2RG299787
New 2024,RAM 2500 Laramie,"$87,665",VIN: 3C6UR5FL2RG305070
New 2024,RAM 2500 Laramie,"$87,910",VIN: 3C6UR5FL6RG299242
New 2024,RAM 2500 Laramie,"$87,910",VIN: 3C6UR5FL4RG305071
New 2024,Jeep Wagoneer L Series II,"$86,775",VIN: 1C4SJSBP9RS134034
New 2024,Jeep Wrangler Willys Fox Factory Black Widow,"$81,731",VIN: 1C4PJXDG4RW229609
New 2024,RAM 2500 Rebel,"$85,380",VIN: 3C6UR5EL9RG329187
New 2025,RAM 3500 Laramie,"$86,425",VIN: 3C63RRJL9SG525841
New 2024,RAM 2500 Rebel,"$87,560",VIN: 3C6UR5EL4RG296941
New 2024,RAM 2500 Rebel,"$87,930",VIN: 3C6UR5EL7RG305065
New 2024,RAM 2500 Rebel,"$88,175",VIN: 3C6UR5EL2RG305068
New 2024,RAM 5500HD Tradesman,"$83,320",VIN: 3C7WRNFL2RG344343
New 2025,RAM 1500 RHO,"$82,330",VIN: 1C6SRFUP8SN716988
New 2025,RAM 3500 Laramie,"$87,870",VIN: 3C63RRJL8SG520565
New 2025,RAM 2500 Laramie,"$88,650",VIN: 3C63R5FL7SG506819
New 2025,RAM 2500 Laramie,"$88,695",VIN: 3C63R5FL5SG506818
New 2025,RAM 2500 Laramie,"$88,780",VIN: 3C63R5FL6SG511591
New 2025,RAM 2500 Laramie,"$88,790",VIN: 3C63R5FL3SG506820
New 2025,RAM 2500 Laramie,"$89,075",VIN: 3C63R5FL4SG511590
New 2024,Jeep Wagoneer Series II,"$83,280",VIN: 1C4SJVBP7RS118321
New 2025,RAM 1500 Tungsten,"$91,300",VIN: 1C6SRFKP4SN608872
New 2025,RAM 2500 Laramie,"$91,330",VIN: 3C63R5NL6SG511589
New 2024,Dodge Durango SRT 392,"$90,630",VIN: 1C4SDJGJ2RC102462
New 2025,RAM 1500 RHO,"$88,160",VIN: 1C6SRFUP1SN583121
New 2024,Dodge Durango SRT 392,"$91,785",VIN: 1C4SDJGJ9RC219035
New 2024,Dodge Durango SRT 392,"$92,125",VIN: 1C4SDJGJ5RC153664
New 2024,Jeep Wrangler Rubicon AEV 370,"$100,396",VIN: 1C4PJXFGXRW313365
New 2024,Jeep Grand Wagoneer L Series III,"$119,885",VIN: 1C4SJSGP6RS153391
New 2024,Jeep Gladiator Rubicon AEV 370,"$96,164",VIN: 1C6JJTBGXRL124065
New 2024,Jeep Wrangler Rubicon 392,"$102,785",VIN: 1C4RJXSJ9RW313416
New 2024,Jeep Gladiator AMW Sport 392,"$108,488",VIN: 1C6JJTAG4RL124824
New 2024,RAM 3500 SLT,"$104,206",VIN: 3C7WRTCL1RG139041
New 2025,Jeep Wrangler Rubicon 392,"$105,985",VIN: 1C4RJXSJ1SW550214
New 2025,Jeep Wrangler Rubicon 392,"$106,580",VIN: 1C4RJXSJ8SW550212
New 2025,Dodge Durango SRT Hellcat,"$113,319",VIN: 1C4SDJH93SC520863
New 2024,RAM 2500 Laramie AEV PROSPECTOR XL,"$124,588",VIN: 3C6UR5FL2RG309586
New 2023,Dodge Challenger SRT Hellcat Redeye DEMON 170,"$169,988",VIN: 2C3CDZL93PH102936
New 2024,Jeep Wrangler Rubicon X AMW4x4 Hellcat 707hp,"$187,988",VIN: 1C4RJXFG1RW180715
New 2024,Jeep Gladiator Rubicon AMW4X4 840 Demon,"$199,996",VIN: 1C6JJTBG4RL106435
Pre-Owned 2015,Ford Focus Titanium,"$10,552",VIN: 1FADP3N23FL355508
Pre-Owned 2013,Hyundai Genesis 3.8,"$8,749",VIN: KMHGC4DD5DU236082
Pre-Owned 2014,Jeep Grand Cherokee Laredo,"$12,047",VIN: 1C4RJEAG5EC359931
Pre-Owned 2016,Hyundai Elantra SE,"$13,226",VIN: 5NPDH4AE2GH668598
Certified Pre-Owned 2018,Hyundai Sonata SE,"$15,339",VIN: 5NPE24AF4JH620901
Certified Pre-Owned 2018,Ford Fusion SE,"$16,525",VIN: 3FA6P0HD2JR210314
Pre-Owned 2016,Honda Civic LX,"$16,741",VIN: 2HGFC2F55GH519648
Pre-Owned 2021,Nissan Versa 1.6 SV,"$15,176",VIN: 3N1CN8EV8ML862153
Pre-Owned 2015,Honda Pilot Touring,"$17,447",VIN: 5FNYF4H96FB071306
Certified Pre-Owned 2016,Jeep Compass Sport,"$17,995",VIN: 1C4NJDBB5GD805505
Pre-Owned 2020,Hyundai Kona SEL,"$15,700",VIN: KM8K22AA3LU408863
Pre-Owned 2016,Jeep Grand Cherokee 75th Anniversary Edition,"$16,991",VIN: 1C4RJEAG2GC386653
Certified Pre-Owned 2022,Kia Soul LX,"$19,126",VIN: KNDJ23AU5N7178809
Certified Pre-Owned 2016,Ford Mustang V6,"$18,442",VIN: 1FA6P8AM6G5263991
Pre-Owned 2021,Hyundai Accent Limited,"$17,000",VIN: 3KPC34A69ME145324
Pre-Owned 2021,Hyundai Elantra SEL,"$17,203",VIN: 5NPLM4AG3MH001883
Pre-Owned 2020,Ford Escape SE,"$19,283",VIN: 1FMCU0G68LUA46616
Certified Pre-Owned 2020,Ford Escape SE,"$19,887",VIN: 1FMCU0G60LUA91775
Pre-Owned 2022,Hyundai Elantra N Line,"$18,000",VIN: KMHLR4AF3NU325749
Pre-Owned 2019,Jeep Grand Cherokee Limited,"$20,447",VIN: 1C4RJFBG3KC745943
Pre-Owned 2017,Lexus NX 200t,"$21,557",VIN: JTJBARBZ8H2146519
Certified Pre-Owned 2022,Chevrolet Malibu LT,"$22,325",VIN: 1G1ZD5ST9NF184786
Pre-Owned 2019,Toyota Camry SE,"$21,996",VIN: 4T1B11HK2KU824090
Pre-Owned 2019,Jeep Cherokee Limited,"$20,656",VIN: 1C4PJLDN8KD135760
Pre-Owned 2024,Hyundai Elantra SEL,"$22,908",VIN: KMHLM4DG3RU800874
Pre-Owned 2019,Honda Civic EX,"$22,417",VIN: SHHFK7H65KU228519
Certified Pre-Owned 2018,Toyota Camry Hybrid LE,"$23,350",VIN: 4T1B31HKXJU502855
Pre-Owned 2021,Jeep Cherokee Altitude,"$23,418",VIN: 1C4PJMLB2MD131395
Pre-Owned 2022,Jeep Compass Latitude,"$22,658",VIN: 3C4NJDBB9NT110693
Pre-Owned 2018,Jeep Wrangler Unlimited Sport S,"$23,518",VIN: 1C4HJXDG1JW266769
Pre-Owned 2024,Hyundai Elantra SEL,"$27,075",VIN: KMHLS4DG8RU733646
Pre-Owned 2024,Hyundai Elantra SEL,"$27,025",VIN: KMHLS4DG7RU732679
Pre-Owned 2019,Ford Mustang EcoBoost,"$23,551",VIN: 1FA6P8TH1K5116468
Certified Pre-Owned 2023,Chrysler Voyager LX,"$23,557",VIN: 2C4RC1CG1PR549980
Pre-Owned 2006,Jeep Wrangler X,"$26,841",VIN: 1J4FA39S36P767817
Pre-Owned 2023,Hyundai Elantra SEL,"$23,800",VIN: 5NPLM4AG7PH118578
Pre-Owned 2020,Dodge Challenger SXT,"$24,551",VIN: 2C3CDZAGXLH247189
Pre-Owned 2022,Jeep Compass Latitude,"$23,968",VIN: 3C4NJDBB6NT134207
Pre-Owned 2019,Genesis G70 2.0T Advanced,"$24,887",VIN: KMTG44LA1KU037635
Pre-Owned 2019,Honda Passport Touring,"$24,771",VIN: 5FNYF7H90KB008701
Pre-Owned 2019,Honda CR-V EX-L,"$24,184",VIN: 7FARW1H80KE021235
Pre-Owned 2024,Hyundai Elantra SEL,"$27,035",VIN: KMHLS4DG3RU786223
Pre-Owned 2024,Hyundai Elantra SEL,"$25,220",VIN: KMHLM4DG4RU828666
Pre-Owned 2019,Tesla Model 3 Performance,"$26,374",VIN: 5YJ3E1EB5KF454425
Pre-Owned 2024,Hyundai Elantra SEL,"$27,035",VIN: KMHLS4DG4RU786246
Pre-Owned 2024,Hyundai Tucson SE,"$23,616",VIN: 5NMJA3DE9RH299364
Pre-Owned 2023,Dodge Challenger SXT,"$24,841",VIN: 2C3CDZAG8PH573952
Pre-Owned 2023,Dodge Charger SXT,"$25,188",VIN: 2C3CDXBG3PH506243
Pre-Owned 2023,Dodge Charger SXT,"$25,337",VIN: 2C3CDXBG7PH575744
Pre-Owned 2024,Hyundai Kona SEL,"$31,479",VIN: KM8HCCAB5RU099654
Pre-Owned 2022,Hyundai Tucson N Line,"$24,426",VIN: KM8JF3AE4NU165379
Pre-Owned 2023,Dodge Charger SXT,"$25,337",VIN: 2C3CDXBGXPH531088
Certified Pre-Owned 2024,Jeep Compass Sport,"$26,741",VIN: 3C4NJDAN5RT112118
Pre-Owned 2024,Jeep Compass Sport,"$28,334",VIN: 3C4NJDAN3RT175119
Pre-Owned 2024,Hyundai Sonata SEL,"$29,235",VIN: KMHL64JAXRA415727
Pre-Owned 2024,Hyundai Sonata SEL,"$28,650",VIN: KMHL64JAXRA370921
Pre-Owned 2024,Hyundai Kona SEL,"$30,059",VIN: KM8HC3AB7RU184656
Pre-Owned 2023,Dodge Challenger SXT,"$25,993",VIN: 2C3CDZAG7PH563011
Pre-Owned 2024,Hyundai Kona SEL,"$30,970",VIN: KM8HCCAB5RU064628
Pre-Owned 2022,Acura ILX Premium Package,"$26,557",VIN: 19UDE2F73NA000919
Pre-Owned 2023,Hyundai Tucson SEL,"$32,290",VIN: 5NMJF3AE5PH177961
Certified Pre-Owned 2019,Genesis G70 3.3T Advanced,"$27,321",VIN: KMTG34LE6KU023249
Pre-Owned 2021,Tesla Model 3 Standard Range Plus,"$28,475",VIN: 5YJ3E1EA8MF096134
Pre-Owned 2023,Honda Accord EX,"$27,889",VIN: 1HGCY1F32PA049008
Pre-Owned 2021,Hyundai Santa Fe Limited,"$27,884",VIN: 5NMS4DAL3MH364643
Pre-Owned 2017,Audi A4 allroad 2.0T Premium Plus,"$27,881",VIN: WA18NAF4XHA160553
Pre-Owned 2024,Jeep Compass Latitude,"$28,447",VIN: 3C4NJDBN4RT135128
Certified Pre-Owned 2023,Jeep Cherokee Altitude,"$29,957",VIN: 1C4PJMMB1PD108550
Pre-Owned 2024,Hyundai Sonata SEL,"$29,235",VIN: KMHL64JA8RA415709
Certified Pre-Owned 2020,Honda CR-V EX,"$27,622",VIN: 5J6RW1H50LL014845
Certified Pre-Owned 2024,Honda Civic Sport,"$28,441",VIN: 2HGFE2F58RH538174
Pre-Owned 2022,Jeep Grand Cherokee Limited,"$32,574",VIN: 1C4RJGBGXN8556848
Pre-Owned 2025,Hyundai Tucson SEL,"$32,710",VIN: 5NMJB3DE0SH496295
Pre-Owned 2022,Chrysler Pacifica Hybrid Limited,"$30,650",VIN: 2C4RC1S76NR143787
Certified Pre-Owned 2023,GMC Acadia SLT,"$29,204",VIN: 1GKKNML4XPZ185524
Pre-Owned 2019,Ram 1500 Big Horn,"$28,997",VIN: 1C6SRFFTXKN849309
Pre-Owned 2020,Hyundai Palisade Limited,"$26,779",VIN: KM8R54HE3LU039013
Pre-Owned 2024,Hyundai Kona Limited,"$33,820",VIN: KM8HE3A33RU152516
Certified Pre-Owned 2022,Hyundai Santa Fe SEL,"$29,004",VIN: 5NMS2DAJ5NH434939
Pre-Owned 2023,Subaru Outback Limited,"$29,551",VIN: 4S4BTAMC8P3147973
Certified Pre-Owned 2023,Chrysler 300 S,"$30,338",VIN: 2C3CCABG2PH657848
Pre-Owned 2022,Toyota RAV4 XLE Premium,"$30,337",VIN: 2T3C1RFV0NC205999
Pre-Owned 2023,Jeep Grand Cherokee L Laredo,"$30,337",VIN: 1C4RJKAG6P8865594
Pre-Owned 2018,GMC Yukon XL Denali,"$30,874",VIN: 1GKS2HKJ3JR335360
Certified Pre-Owned 2020,GMC Acadia Denali,"$31,227",VIN: 1GKKNXLS5LZ123670
Pre-Owned 2023,Tesla Model Y Long Range,"$29,753",VIN: 7SAYGDEE2PF685286
Certified Pre-Owned 2020,Jeep Grand Cherokee Overland,"$30,000",VIN: 1C4RJECG3LC300239
Pre-Owned 2024,Hyundai Tucson Hybrid Blue,"$35,324",VIN: KM8JBCD19RU225859
Pre-Owned 2021,Ram 1500 Big Horn,"$31,411",VIN: 1C6SRFBT8MN539152
Certified Pre-Owned 2021,Toyota Camry XSE V6,"$32,415",VIN: 4T1KZ1AKXMU059040
Pre-Owned 2022,Subaru Outback Limited XT,"$32,618",VIN: 4S4BTGND2N3207799
Certified Pre-Owned 2023,GMC Acadia SLE,"$33,578",VIN: 1GKKNKL4XPZ161034
Certified Pre-Owned 2022,Jeep Grand Cherokee WK Limited,"$32,677",VIN: 1C4RJEBG2NC127138
Certified Pre-Owned 2021,Jeep Wrangler Unlimited Sahara High Altitude 4xe,"$33,673",VIN: 1C4JJXP69MW751086
Pre-Owned 2024,Hyundai Santa Cruz NIGHT,"$40,724",VIN: 5NTJCDDF4RH105594
Certified Pre-Owned 2022,Jeep Wrangler Unlimited Sport S,"$34,657",VIN: 1C4HJXDN9NW158629
Pre-Owned 2022,Hyundai Palisade SEL,"$43,920",VIN: KM8R44HE5NU410646
Pre-Owned 2024,Hyundai Sonata SEL,"$31,875",VIN: KMHL14JA6RA351636
Pre-Owned 2022,Hyundai Palisade Calligraphy,"$32,000",VIN: KM8R74HE3NU389383
Pre-Owned 2022,Subaru Outback Onyx Edition XT,"$34,551",VIN: 4S4BTGJD0N3251497
Pre-Owned 2021,Hyundai Palisade Calligraphy,"$48,320",VIN: KM8R74HE3MU253270
Pre-Owned 2021,Lexus UX 250h F SPORT,"$34,871",VIN: JTHE9JBH5M2044413
Certified Pre-Owned 2021,Dodge Charger R/T,"$35,441",VIN: 2C3CDXCT6MH625427
Pre-Owned 2023,Dodge Hornet GT Plus,"$36,000",VIN: ZACNDFBN8P3A04427
Pre-Owned 2023,Nissan Pathfinder Platinum,"$36,992",VIN: 5N1DR3DJ4PC222055
Certified Pre-Owned 2024,Ford Mustang EcoBoost,"$35,996",VIN: 1FAGP8UH2R5101684
Pre-Owned 2022,Genesis G70 3.3T,"$36,937",VIN: KMTG54TEXNU103538
Pre-Owned 2020,Lincoln Aviator Black Label,"$37,448",VIN: 5LM5J9XC8LGL24518
Pre-Owned 2022,Genesis GV70 2.5T,"$39,000",VIN: KMUMADTB3NU023840
Pre-Owned 2024,Subaru Outback Touring XT,"$39,504",VIN: 4S4BTGPDXR3223851
Pre-Owned 2020,Jeep Wrangler Unlimited Sahara,"$38,442",VIN: 1C4HJXEN3LW314627
Pre-Owned 2023,Dodge Hornet GT Plus,"$37,000",VIN: ZACNDFBN8P3A05223
Pre-Owned 2024,Genesis G70 2.5T,"$47,815",VIN: KMTG34SC6RU139111
Pre-Owned 2025,Genesis G70 2.5T,"$44,105",VIN: KMTG34SC3SU145714
Pre-Owned 2021,Ford Explorer ST,"$39,557",VIN: 1FM5K8GC1MGA99919
Pre-Owned 2024,Genesis G70 2.5T,"$47,470",VIN: KMTG34SC3RU137901
Pre-Owned 2024,Genesis G70 2.5T,"$47,325",VIN: KMTG34SC2RU139123
Pre-Owned 2024,Genesis G70 2.5T,"$47,900",VIN: KMTG34SC0RU137824
Pre-Owned 2021,Genesis GV80 3.5T,"$39,881",VIN: KMUHCESC2MU061733
Pre-Owned 2024,Genesis G70 2.5T,"$49,945",VIN: KMTG34SC2RU137761
Certified Pre-Owned 2022,Ford Mustang GT Premium,"$48,771",VIN: 1FATP8FF8N5127873
Pre-Owned 2020,Jeep Wrangler Unlimited Rubicon,"$40,884",VIN: 1C4HJXFGXLW319338
Pre-Owned 2023,Jeep Gladiator Sport,"$42,674",VIN: 1C6JJTAG6PL582541
Pre-Owned 2003,Jeep Wrangler Sport,"$44,571",VIN: 1J4FA49S83P306422
Certified Pre-Owned 2023,Ford Transit-250 Base,"$43,551",VIN: 1FTBR3X8XPKB02285
Pre-Owned 2022,Genesis G80 3.5T,"$71,890",VIN: KMTGB4SD5NU126615
Pre-Owned 2023,Chevrolet Silverado 1500 RST,"$48,776",VIN: 1GCUDEED4PZ222934
Pre-Owned 2024,Hyundai Santa Fe Calligraphy,"$50,155",VIN: 5NMP5DGL7RH054688
Pre-Owned 2024,Hyundai Santa Fe Calligraphy,"$50,195",VIN: 5NMP5DGL4RH049304
Pre-Owned 2024,Hyundai Santa Fe Calligraphy,"$50,220",VIN: 5NMP5DGL7RH052665
Pre-Owned 2024,Hyundai Santa Fe Calligraphy,"$50,185",VIN: 5NMP5DGL2RH053397
Pre-Owned 2025,BMW X1 xDrive28i,"$47,357",VIN: WBX73EF0XS5238411
Certified Pre-Owned 2020,Dodge Charger R/T Scat Pack,"$47,238",VIN: 2C3CDXGJ8LH232147
Pre-Owned 2006,Jeep Wrangler Unlimited,"$44,688",VIN: 1J4FA44S66P710153
Pre-Owned 2022,Volvo XC60 Recharge Plug-In Hybrid T8 Inscription,"$46,635",VIN: YV4BR0DL9N1986551
Pre-Owned 2024,Alfa Romeo Stelvio Veloce,"$46,992",VIN: ZASPAKBN8R7D74657
Certified Pre-Owned 2024,Ram 1500 Big Horn,"$47,521",VIN: 1C6SRFMT9RN127231
Pre-Owned 2025,BMW 3 Series 330i,"$58,150",VIN: 3MW69CW00S8E74819
Pre-Owned 2024,Genesis G70 3.3T Sport Advanced,"$58,510",VIN: KMTG54SE2RU137786
Pre-Owned 2004,Jeep Wrangler X,"$50,147",VIN: 1J4FA39S74P786447
Pre-Owned 2024,Genesis GV70 2.5T,"$50,227",VIN: 5NMMADTBXRH015475
Pre-Owned 2024,Hyundai Palisade Calligraphy,"$54,659",VIN: KM8R7DGE5RU791414
Pre-Owned 2023,Genesis GV80 2.5T,"$50,627",VIN: KMUHBDSB0PU147213
Pre-Owned 2002,Jeep Wrangler Sport,"$50,247",VIN: 1J4FA49S52P740621
Pre-Owned 2023,Nissan Armada Platinum,"$53,647",VIN: JN8AY2DB4P9833671
Certified Pre-Owned 2022,Ram 1500 Laramie Longhorn,"$54,937",VIN: 1C6SRFKT3NN367596
Certified Pre-Owned 2025,Ram 1500 Big Horn,"$53,288",VIN: 1C6SRFFPXSN522363
Certified Pre-Owned 2021,Ford Bronco First Edition,"$55,749",VIN: 1FMEE5EP1MLA40047
Pre-Owned 2024,Genesis G80 3.5T,"$69,405",VIN: KMTGB4SD0RU199901
Pre-Owned 2024,Jeep Wagoneer,"$57,329",VIN: 1C4SJVAP7RS104484
Certified Pre-Owned 2024,Ram 1500 Rebel,"$57,884",VIN: 1C6SRFLT4RN173387
Certified Pre-Owned 2022,Ram 2500 Laramie,"$60,229",VIN: 3C6UR5FL9NG121609
Pre-Owned 2024,Genesis GV80 3.5T,"$74,095",VIN: KMUHCESCXRU179259
Pre-Owned 2024,Genesis GV80 3.5T,"$74,470",VIN: KMUHCESC5RU184434
Pre-Owned 2021,Ford F-250SD Lariat,"$68,997",VIN: 1FT7W2BTXMEE03038
Pre-Owned 2024,Ram 3500 Laramie Longhorn,"$89,557",VIN: 3C63R3NL7RG333478
Pre-Owned 2023,Jeep Gladiator Rubicon HEMI 392,"$126,271",VIN: 1C6JJTBG1PL524707
Pre-Owned 2018,Dodge Challenger SRT Demon,"$133,246",VIN: 2C3CDZH97JH100283
Pre-Owned 2016,Jeep Renegade Latitude,,VIN: ZACCJABT8GPD45773
Pre-Owned 2012,Volvo C70,,VIN: YV1672MC8CJ128467
Pre-Owned 2015,Hyundai Genesis 3.8,,VIN: KMHGN4JE6FU053445
Pre-Owned 2024,Kia Telluride EX,,VIN: 5XYP34GCXRG504687
Pre-Owned 2023,Hyundai Santa Fe SEL,,VIN: 5NMS24AJ3PH526652
Pre-Owned 2023,INFINITI QX60 Sensory,,VIN: 5N1DL1GS7PC356052
Pre-Owned 2022,Ram 2500 Big Horn,,VIN: 3C6UR5DL0NG124708
Pre-Owned 2017,Ram 1500 Big Horn,,VIN: 1C6RR7LM8HS875144
Pre-Owned 2019,Jeep Wrangler Unlimited Sport S,,VIN: 1C4HJXDG9KW530144
Pre-Owned 2013,Jeep Wrangler Unlimited Sport,,VIN: 1C4HJWDG5DL546744
New 2025,Jeep Wrangler 4xe Rubicon,"$71,935",VIN: 1C4RJXR63SW603819
New 2025,RAM 2500 LARAMIE,"$87,930",VIN: 3C6UR5FL7SG558424
New 2025,RAM 1500 Big Horn,"$64,670",VIN: 1C6SRFFP9SN681455
New 2025,RAM 1500 Laramie,"$75,955",VIN: 1C6SRFJP7SN726870
New 2025,RAM 2500 Tradesman,"$70,635",VIN: 3C63R5CL2SG502004
New 2025,RAM 2500 Tradesman,"$70,735",VIN: 3C63R5CL8SG502959
New 2025,RAM 2500 Laramie,"$86,490",VIN: 3C6UR5FL5SG558423
New 2025,RAM 2500 Laramie,"$91,380",VIN: 3C63R5NL3SG508701
New 2025,RAM 1500 RHO,"$86,560",VIN: 1C6SRFUP1SN713561
New 2025,RAM 1500 REBEL,"$66,635",VIN: 1C6SRFLP5SN745026
New 2025,Jeep Wrangler 4xe Rubicon,"$69,535",VIN: 1C4RJXR61SW603818
New 2025,RAM 1500 LARAMIE,"$76,150",VIN: 1C6SRFJP6SN692386
