Condition_Year_Make_Model,Price,Dealer_Make,Dealer,Vin,Stock
new 2024 jeep wrangler sahara,"$62,840","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4PJXEG1RW299308,
new 2024 ram promaster 3500 super high roof,"$61,265","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6MRVSGXRE127834,
new 2024 dodge charger r/t,"$70,970","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CDBCK2RR206597,
new 2024 jeep wrangler willys 4xe,"$66,605","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXN63RW189165,
new 2025 ram 1500 laramie,"$76,100","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFJP7SN705520,
new 2025 ram 1500 laramie,"$75,855","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFJP0SN705519,
new 2024 ram 3500 tradesman,"$73,620","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63RRGL6RG363572,
new 2025 ram 2500 tradesman,"$65,375","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6TR5CJ0SG520743,
new 2025 ram 1500 laramie,"$76,850","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFJP7SN705551,
new 2025 ram 1500 laramie,"$77,145","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFJP5SN705550,
new 2025 jeep wrangler willys 4xe,"$70,555","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXN6XSW516103,
new 2025 ram 2500 tradesman,"$65,670","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6TR5CJ2SG520744,
new 2025 ram 2500 tradesman,"$65,620","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6TR5CJ9SG520742,
new 2025 ram 1500 rebel,"$78,915","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFLP2SN618458,
new 2025 jeep grand cherokee summit,"$70,630","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJHEG4S8667277,
new 2025 jeep grand cherokee summit,"$70,630","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJHEG0S8661976,
new 2025 jeep wrangler willys 4xe,"$71,900","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXN63SW516105,
new 2025 jeep wrangler willys 4xe,"$71,900","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXN61SW516104,
new 2025 ram 1500 laramie,"$79,750","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFJP5SN692962,
new 2024 ram promaster 2500 high roof,"$69,110","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6LRVDGXRE122237,
new 2025 ram 1500 laramie,"$80,300","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFJP7SN692963,
new 2025 jeep grand cherokee summit,"$71,225","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJHEG6S8661979,
new 2025 jeep wrangler rubicon x,"$74,960","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXFN9SW531830,
new 2025 jeep wrangler rubicon x,"$75,005","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXFN4SW531637,
new 2025 jeep grand cherokee summit,"$71,425","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJHEG7S8668603,
new 2024 jeep grand cherokee overland 4xe,"$81,520","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJYD68RC111103,
new 2024 jeep grand cherokee overland 4xe,"$81,520","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJYD60RC713834,
new 2025 jeep wagoneer s launch edition,"$72,995","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C4RJNAK8ST560808,
new 2025 jeep wrangler rubicon x,"$75,755","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXFG0SW550185,
new 2025 ram 2500 tradesman,"$70,880","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63R5CL4SG502960,
new 2025 ram 2500 tradesman,"$70,930","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63R5CL6SG502961,
new 2025 ram 1500 limited,"$82,175","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFHP8SN701305,
new 2025 jeep grand cherokee l summit,"$73,225","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJKEG8S8661981,
new 2025 jeep grand cherokee l summit,"$73,225","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJKEG6S8661980,
new 2025 jeep wagoneer s launch edition,"$73,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C4RJNAKXST560809,
new 2025 jeep wrangler rubicon 4xe,"$75,130","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXR66SW504685,
new 2024 jeep grand cherokee l overland,"$71,730","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJKDG8R8947809,
new 2024 jeep wagoneer base,"$76,480","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4SJVAP3RS165038,
new 2025 dodge charger r/t scat pack,"$75,980","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CDBDK6SR547392,
new 2024 jeep gladiator rubicon mopar edition 1 of 250,"$72,190","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6JJTBG8RL121715,
new 2024 ram 3500 tradesman,"$75,805","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C7WRTCL5RG347973,
new 2024 ram 3500 tradesman,"$75,805","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C7WRTCL3RG347972,
new 2024 ram 3500 tradesman,"$75,805","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C7WRTCL1RG347971,
new 2024 jeep wagoneer series ii,"$83,975","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4SJVBP1RS118802,
new 2024 ram 3500 tradesman,"$76,395","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C7WRTCL0RG334466,
new 2024 jeep wrangler willys fox factory black widow,"$75,976","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4PJXDG3RW236714,
new 2024 ram 2500 laramie,"$85,245","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6UR5NL2RG305054,
new 2025 jeep grand cherokee l summit,"$73,580","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJKEG9S8691569,
new 2025 jeep grand cherokee l summit,"$74,175","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJKEGXS8676708,
new 2025 ram 1500 limited,"$86,445","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFHP7SN621073,
new 2024 ram 3500 laramie,"$88,365","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63R3EL2RG299787,
new 2024 ram 2500 laramie,"$87,665","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6UR5FL2RG305070,
new 2024 ram 2500 laramie,"$87,910","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6UR5FL6RG299242,
new 2024 ram 2500 laramie,"$87,910","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6UR5FL4RG305071,
new 2024 jeep wagoneer l series ii,"$86,775","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4SJSBP9RS134034,
new 2024 jeep wrangler willys fox factory black widow,"$81,731","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4PJXDG4RW229609,
new 2024 ram 2500 rebel,"$85,380","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6UR5EL9RG329187,
new 2025 ram 3500 laramie,"$86,425","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63RRJL9SG525841,
new 2024 ram 2500 rebel,"$87,560","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6UR5EL4RG296941,
new 2024 ram 2500 rebel,"$87,930","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6UR5EL7RG305065,
new 2024 ram 2500 rebel,"$88,175","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6UR5EL2RG305068,
new 2024 ram 5500hd tradesman,"$83,320","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C7WRNFL2RG344343,
new 2025 ram 1500 rho,"$82,330","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFUP8SN716988,
new 2025 ram 3500 laramie,"$87,870","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63RRJL8SG520565,
new 2025 ram 2500 laramie,"$88,650","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63R5FL7SG506819,
new 2025 ram 2500 laramie,"$88,695","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63R5FL5SG506818,
new 2025 ram 2500 laramie,"$88,780","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63R5FL6SG511591,
new 2025 ram 2500 laramie,"$88,790","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63R5FL3SG506820,
new 2025 ram 2500 laramie,"$89,075","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63R5FL4SG511590,
new 2024 jeep wagoneer series ii,"$83,280","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4SJVBP7RS118321,
new 2025 ram 1500 tungsten,"$91,300","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFKP4SN608872,
new 2025 ram 2500 laramie,"$91,330","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C63R5NL6SG511589,
new 2024 dodge durango srt 392,"$90,630","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4SDJGJ2RC102462,
new 2025 ram 1500 rho,"$88,160","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFUP1SN583121,
new 2024 dodge durango srt 392,"$91,785","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4SDJGJ9RC219035,
new 2024 dodge durango srt 392,"$92,125","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4SDJGJ5RC153664,
new 2024 jeep wrangler rubicon aev 370,"$100,396","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4PJXFGXRW313365,
new 2024 jeep grand wagoneer l series iii,"$119,885","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4SJSGP6RS153391,
new 2024 jeep gladiator rubicon aev 370,"$96,164","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6JJTBGXRL124065,
new 2024 jeep wrangler rubicon 392,"$102,785","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXSJ9RW313416,
new 2024 jeep gladiator amw sport 392,"$108,488","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6JJTAG4RL124824,
new 2024 ram 3500 slt,"$104,206","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C7WRTCL1RG139041,
new 2025 jeep wrangler rubicon 392,"$105,985","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXSJ1SW550214,
new 2025 jeep wrangler rubicon 392,"$106,580","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXSJ8SW550212,
new 2025 dodge durango srt hellcat,"$113,319","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4SDJH93SC520863,
new 2024 ram 2500 laramie aev prospector xl,"$124,588","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C6UR5FL2RG309586,
new 2023 dodge challenger srt hellcat redeye demon 170,"$169,988","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CDZL93PH102936,
new 2024 jeep wrangler rubicon x amw4x4 hellcat 707hp,"$187,988","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJXFG1RW180715,
new 2024 jeep gladiator rubicon amw4x4 840 demon,"$199,996","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6JJTBG4RL106435,
pre-owned 2015 ford focus titanium,"$10,552","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1FADP3N23FL355508,
pre-owned 2013 hyundai genesis 3.8,"$8,749","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHGC4DD5DU236082,
pre-owned 2014 jeep grand cherokee laredo,"$12,047","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJEAG5EC359931,
pre-owned 2016 hyundai elantra se,"$13,226","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NPDH4AE2GH668598,
certified pre-owned 2018 hyundai sonata se,"$15,339","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NPE24AF4JH620901,
certified pre-owned 2018 ford fusion se,"$16,525","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3FA6P0HD2JR210314,
pre-owned 2016 honda civic lx,"$16,741","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2HGFC2F55GH519648,
pre-owned 2021 nissan versa 1.6 sv,"$15,176","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3N1CN8EV8ML862153,
pre-owned 2015 honda pilot touring,"$17,447","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5FNYF4H96FB071306,
certified pre-owned 2016 jeep compass sport,"$17,995","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4NJDBB5GD805505,
pre-owned 2020 hyundai kona sel,"$15,700","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8K22AA3LU408863,
pre-owned 2016 jeep grand cherokee 75th anniversary edition,"$16,991","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJEAG2GC386653,
certified pre-owned 2022 kia soul lx,"$19,126","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KNDJ23AU5N7178809,
certified pre-owned 2016 ford mustang v6,"$18,442","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1FA6P8AM6G5263991,
pre-owned 2021 hyundai accent limited,"$17,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3KPC34A69ME145324,
pre-owned 2021 hyundai elantra sel,"$17,203","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NPLM4AG3MH001883,
pre-owned 2020 ford escape se,"$19,283","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1FMCU0G68LUA46616,
certified pre-owned 2020 ford escape se,"$19,887","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1FMCU0G60LUA91775,
pre-owned 2022 hyundai elantra n line,"$18,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHLR4AF3NU325749,
pre-owned 2019 jeep grand cherokee limited,"$20,447","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJFBG3KC745943,
pre-owned 2017 lexus nx 200t,"$21,557","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: JTJBARBZ8H2146519,
certified pre-owned 2022 chevrolet malibu lt,"$22,325","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1G1ZD5ST9NF184786,
pre-owned 2019 toyota camry se,"$21,996","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 4T1B11HK2KU824090,
pre-owned 2019 jeep cherokee limited,"$20,656","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4PJLDN8KD135760,
pre-owned 2024 hyundai elantra sel,"$22,908","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHLM4DG3RU800874,
pre-owned 2019 honda civic ex,"$22,417","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: SHHFK7H65KU228519,
certified pre-owned 2018 toyota camry hybrid le,"$23,350","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 4T1B31HKXJU502855,
pre-owned 2021 jeep cherokee altitude,"$23,418","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4PJMLB2MD131395,
pre-owned 2022 jeep compass latitude,"$22,658","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C4NJDBB9NT110693,
pre-owned 2018 jeep wrangler unlimited sport s,"$23,518","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4HJXDG1JW266769,
pre-owned 2024 hyundai elantra sel,"$27,075","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHLS4DG8RU733646,
pre-owned 2024 hyundai elantra sel,"$27,025","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHLS4DG7RU732679,
pre-owned 2019 ford mustang ecoboost,"$23,551","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1FA6P8TH1K5116468,
certified pre-owned 2023 chrysler voyager lx,"$23,557","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C4RC1CG1PR549980,
pre-owned 2006 jeep wrangler x,"$26,841","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1J4FA39S36P767817,
pre-owned 2023 hyundai elantra sel,"$23,800","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NPLM4AG7PH118578,
pre-owned 2020 dodge challenger sxt,"$24,551","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CDZAGXLH247189,
pre-owned 2022 jeep compass latitude,"$23,968","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C4NJDBB6NT134207,
pre-owned 2019 genesis g70 2.0t advanced,"$24,887","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMTG44LA1KU037635,
pre-owned 2019 honda passport touring,"$24,771","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5FNYF7H90KB008701,
pre-owned 2019 honda cr-v ex-l,"$24,184","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 7FARW1H80KE021235,
pre-owned 2024 hyundai elantra sel,"$27,035","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHLS4DG3RU786223,
pre-owned 2024 hyundai elantra sel,"$25,220","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHLM4DG4RU828666,
pre-owned 2019 tesla model 3 performance,"$26,374","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5YJ3E1EB5KF454425,
pre-owned 2024 hyundai elantra sel,"$27,035","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHLS4DG4RU786246,
pre-owned 2024 hyundai tucson se,"$23,616","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NMJA3DE9RH299364,
pre-owned 2023 dodge challenger sxt,"$24,841","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CDZAG8PH573952,
pre-owned 2023 dodge charger sxt,"$25,188","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CDXBG3PH506243,
pre-owned 2023 dodge charger sxt,"$25,337","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CDXBG7PH575744,
pre-owned 2024 hyundai kona sel,"$31,479","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8HCCAB5RU099654,
pre-owned 2022 hyundai tucson n line,"$24,426","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8JF3AE4NU165379,
pre-owned 2023 dodge charger sxt,"$25,337","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CDXBGXPH531088,
certified pre-owned 2024 jeep compass sport,"$26,741","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C4NJDAN5RT112118,
pre-owned 2024 jeep compass sport,"$28,334","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C4NJDAN3RT175119,
pre-owned 2024 hyundai sonata sel,"$29,235","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHL64JAXRA415727,
pre-owned 2024 hyundai sonata sel,"$28,650","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHL64JAXRA370921,
pre-owned 2024 hyundai kona sel,"$30,059","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8HC3AB7RU184656,
pre-owned 2023 dodge challenger sxt,"$25,993","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CDZAG7PH563011,
pre-owned 2024 hyundai kona sel,"$30,970","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8HCCAB5RU064628,
pre-owned 2022 acura ilx premium package,"$26,557","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 19UDE2F73NA000919,
pre-owned 2023 hyundai tucson sel,"$32,290","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NMJF3AE5PH177961,
certified pre-owned 2019 genesis g70 3.3t advanced,"$27,321","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMTG34LE6KU023249,
pre-owned 2021 tesla model 3 standard range plus,"$28,475","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5YJ3E1EA8MF096134,
pre-owned 2023 honda accord ex,"$27,889","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1HGCY1F32PA049008,
pre-owned 2021 hyundai santa fe limited,"$27,884","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NMS4DAL3MH364643,
pre-owned 2017 audi a4 allroad 2.0t premium plus,"$27,881","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: WA18NAF4XHA160553,
pre-owned 2024 jeep compass latitude,"$28,447","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 3C4NJDBN4RT135128,
certified pre-owned 2023 jeep cherokee altitude,"$29,957","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4PJMMB1PD108550,
pre-owned 2024 hyundai sonata sel,"$29,235","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHL64JA8RA415709,
certified pre-owned 2020 honda cr-v ex,"$27,622","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5J6RW1H50LL014845,
certified pre-owned 2024 honda civic sport,"$28,441","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2HGFE2F58RH538174,
pre-owned 2022 jeep grand cherokee limited,"$32,574","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJGBGXN8556848,
pre-owned 2025 hyundai tucson sel,"$32,710","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NMJB3DE0SH496295,
pre-owned 2022 chrysler pacifica hybrid limited,"$30,650","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C4RC1S76NR143787,
certified pre-owned 2023 gmc acadia slt,"$29,204","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1GKKNML4XPZ185524,
pre-owned 2019 ram 1500 big horn,"$28,997","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFFTXKN849309,
pre-owned 2020 hyundai palisade limited,"$26,779","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8R54HE3LU039013,
pre-owned 2024 hyundai kona limited,"$33,820","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8HE3A33RU152516,
certified pre-owned 2022 hyundai santa fe sel,"$29,004","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NMS2DAJ5NH434939,
pre-owned 2023 subaru outback limited,"$29,551","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 4S4BTAMC8P3147973,
certified pre-owned 2023 chrysler 300 s,"$30,338","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2C3CCABG2PH657848,
pre-owned 2022 toyota rav4 xle premium,"$30,337","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 2T3C1RFV0NC205999,
pre-owned 2023 jeep grand cherokee l laredo,"$30,337","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJKAG6P8865594,
pre-owned 2018 gmc yukon xl denali,"$30,874","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1GKS2HKJ3JR335360,
certified pre-owned 2020 gmc acadia denali,"$31,227","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1GKKNXLS5LZ123670,
pre-owned 2023 tesla model y long range,"$29,753","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 7SAYGDEE2PF685286,
certified pre-owned 2020 jeep grand cherokee overland,"$30,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJECG3LC300239,
pre-owned 2024 hyundai tucson hybrid blue,"$35,324","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8JBCD19RU225859,
pre-owned 2021 ram 1500 big horn,"$31,411","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C6SRFBT8MN539152,
certified pre-owned 2021 toyota camry xse v6,"$32,415","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 4T1KZ1AKXMU059040,
pre-owned 2022 subaru outback limited xt,"$32,618","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 4S4BTGND2N3207799,
certified pre-owned 2023 gmc acadia sle,"$33,578","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1GKKNKL4XPZ161034,
certified pre-owned 2022 jeep grand cherokee wk limited,"$32,677","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4RJEBG2NC127138,
certified pre-owned 2021 jeep wrangler unlimited sahara high altitude 4xe,"$33,673","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4JJXP69MW751086,
pre-owned 2024 hyundai santa cruz night,"$40,724","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 5NTJCDDF4RH105594,
certified pre-owned 2022 jeep wrangler unlimited sport s,"$34,657","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: 1C4HJXDN9NW158629,
pre-owned 2022 hyundai palisade sel,"$43,920","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8R44HE5NU410646,
pre-owned 2024 hyundai sonata sel,"$31,875","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KMHL14JA6RA351636,
pre-owned 2022 hyundai palisade calligraphy,"$32,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",2,VIN: KM8R74HE3NU389383,
