Price,Dealer_Make,Dealer,Vin,Stock,CPOV,Condition,Year,Make,Model,Trim
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,willys
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,willys
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
"$54,865","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
"$54,865","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
"$54,945","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
"$57,880","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
"$58,005","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,Promaster cargo,van tradesman
"$58,175","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Dodge,Durango,r/t plus
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,Promaster cargo,van slt
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,willys
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,willys
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,willys
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sahara
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,big horn
"$64,865","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,big horn
"$64,880","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Dodge,Charger,daytona r/t
"$65,219","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sahara
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2023,Jeep,Gladiator,rubicon
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sahara
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,3500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,3500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,3500,chassis cab tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,rebel
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l summit reserve
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l summit reserve
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,rebel
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,rebel
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,rebel
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
"$73,165","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
"$73,665","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
"$73,710","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,3500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,rebel
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,rebel
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,rebel
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,3500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,laramie
"$77,905","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,3500,big horn
"$78,675","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,5500,chassis cab tradesman
"$79,235","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,5500,chassis cab tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,Jeep,Grand cherokee,4xe overland
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,3500,chassis cab laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,Jeep,Wagoneer,l series ii carbide
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,longhorn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,tungsten
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
"$89,530","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,Promaster delivery,van bev
"$89,540","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
"$89,710","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,tungsten
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,Promaster delivery,van bev
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,3500,longhorn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,tungsten
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,3500,laramie
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,3500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,3500,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,Jeep,Wrangler,rubicon 392 final edition
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
"$30,165","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
"$30,360","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
"$30,360","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Compass,latitude
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,laredo x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2023,Dodge,Hornet,gt plus
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2023,Dodge,Hornet,gt plus
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,Chrysler,Voyager,lx
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,laredo x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,laredo x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,laredo x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Dodge,Durango,gt
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l laredo
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,laredo x
"$41,690","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Chrysler,Voyager,lx
"$41,690","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Chrysler,Voyager,lx
"$41,970","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,laredo x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,laredo x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,laredo x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Gladiator,nighthawk
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Gladiator,nighthawk
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Gladiator,nighthawk
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Chrysler,Pacifica,select
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Gladiator,nighthawk
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Gladiator,nighthawk
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,altitude x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Dodge,Durango,gt
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,altitude x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,tradesman
"$46,895","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,Promaster cutaway,tradesman
"$47,540","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,Jeep,Wrangler,sport s
"$48,020","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,willys
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,willys
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,Jeep,Grand cherokee,l altitude x
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l 4dr 4wd
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,Promaster cutaway,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,Promaster cutaway,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
"$50,020","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
"$50,020","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
"$50,140","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,1500,classic tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
"$51,940","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
"$51,940","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
"$51,940","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
"$53,660","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
"$53,660","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
"$53,730","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,sport s
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Wrangler,willys
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2024,RAM,2500,tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
"$55,390","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,1500,big horn
"$55,640","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
"$55,640","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
"$55,660","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,limited
"$55,760","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,Jeep,Grand cherokee,l limited
"$56,235","['Chrysler', 'Dodge', 'Jeep', 'RAM']",1,,,0,New,2025,RAM,Promaster cargo,van tradesman
